Node,Packet,Direction,Protocol,Port,Time,Size,Offset
0,195,RX,UDP,49153,13.7163,1052,0
0,196,TX,UDP,9,13.8,1052,0
1,196,RX,UDP,9,13.8027,1052,0
1,196,TX,UDP,9,13.8027,1052,0
4,196,RX,UDP,9,13.8054,1052,0
4,196,TX,UDP,9,13.8054,1052,0
5,196,RX,UDP,9,13.8081,1052,0
5,196,TX,UDP,49153,13.8081,1052,0
4,196,RX,UDP,49153,13.8108,1052,0
4,196,TX,UDP,49153,13.8108,1052,0
1,196,RX,UDP,49153,13.8136,1052,0
1,196,TX,UDP,49153,13.8136,1052,0
0,196,RX,UDP,49153,13.8163,1052,0
0,197,TX,UDP,9,13.9,1052,0
1,197,RX,UDP,9,13.9027,1052,0
1,197,TX,UDP,9,13.9027,1052,0
4,197,RX,UDP,9,13.9054,1052,0
4,197,TX,UDP,9,13.9054,1052,0
5,197,RX,UDP,9,13.9081,1052,0
5,197,TX,UDP,49153,13.9081,1052,0
4,197,RX,UDP,49153,13.9108,1052,0
4,197,TX,UDP,49153,13.9108,1052,0
1,197,RX,UDP,49153,13.9136,1052,0
1,197,TX,UDP,49153,13.9136,1052,0
0,197,RX,UDP,49153,13.9163,1052,0
0,198,TX,UDP,9,14,1052,0
1,198,RX,UDP,9,14.0027,1052,0
1,198,TX,UDP,9,14.0027,1052,0
4,198,RX,UDP,9,14.0054,1052,0
4,198,TX,UDP,9,14.0054,1052,0
5,198,RX,UDP,9,14.0081,1052,0
5,198,TX,UDP,49153,14.0081,1052,0
4,198,RX,UDP,49153,14.0108,1052,0
4,198,TX,UDP,49153,14.0108,1052,0
1,198,RX,UDP,49153,14.0136,1052,0
1,198,TX,UDP,49153,14.0136,1052,0
0,198,RX,UDP,49153,14.0163,1052,0
0,199,TX,UDP,9,14.1,1052,0
1,199,RX,UDP,9,14.1027,1052,0
1,199,TX,UDP,9,14.1027,1052,0
4,199,RX,UDP,9,14.1054,1052,0
4,199,TX,UDP,9,14.1054,1052,0
5,199,RX,UDP,9,14.1081,1052,0
5,199,TX,UDP,49153,14.1081,1052,0
4,199,RX,UDP,49153,14.1108,1052,0
4,199,TX,UDP,49153,14.1108,1052,0
1,199,RX,UDP,49153,14.1136,1052,0
1,199,TX,UDP,49153,14.1136,1052,0
0,199,RX,UDP,49153,14.1163,1052,0
0,200,TX,UDP,9,14.2,1052,0
1,200,RX,UDP,9,14.2027,1052,0
1,200,TX,UDP,9,14.2027,1052,0
4,200,RX,UDP,9,14.2054,1052,0
4,200,TX,UDP,9,14.2054,1052,0
5,200,RX,UDP,9,14.2081,1052,0
5,200,TX,UDP,49153,14.2081,1052,0
4,200,RX,UDP,49153,14.2108,1052,0
4,200,TX,UDP,49153,14.2108,1052,0
1,200,RX,UDP,49153,14.2136,1052,0
1,200,TX,UDP,49153,14.2136,1052,0
0,200,RX,UDP,49153,14.2163,1052,0
0,201,TX,UDP,9,14.3,1052,0
1,201,RX,UDP,9,14.3027,1052,0
1,201,TX,UDP,9,14.3027,1052,0
4,201,RX,UDP,9,14.3054,1052,0
4,201,TX,UDP,9,14.3054,1052,0
5,201,RX,UDP,9,14.3081,1052,0
5,201,TX,UDP,49153,14.3081,1052,0
4,201,RX,UDP,49153,14.3108,1052,0
4,201,TX,UDP,49153,14.3108,1052,0
1,201,RX,UDP,49153,14.3136,1052,0
1,201,TX,UDP,49153,14.3136,1052,0
0,201,RX,UDP,49153,14.3163,1052,0
0,202,TX,UDP,9,14.4,1052,0
1,202,RX,UDP,9,14.4027,1052,0
1,202,TX,UDP,9,14.4027,1052,0
4,202,RX,UDP,9,14.4054,1052,0
4,202,TX,UDP,9,14.4054,1052,0
5,202,RX,UDP,9,14.4081,1052,0
5,202,TX,UDP,49153,14.4081,1052,0
4,202,RX,UDP,49153,14.4108,1052,0
4,202,TX,UDP,49153,14.4108,1052,0
1,202,RX,UDP,49153,14.4136,1052,0
1,202,TX,UDP,49153,14.4136,1052,0
0,202,RX,UDP,49153,14.4163,1052,0
0,203,TX,UDP,9,14.5,1052,0
1,203,RX,UDP,9,14.5027,1052,0
1,203,TX,UDP,9,14.5027,1052,0
4,203,RX,UDP,9,14.5054,1052,0
4,203,TX,UDP,9,14.5054,1052,0
5,203,RX,UDP,9,14.5081,1052,0
5,203,TX,UDP,49153,14.5081,1052,0
4,203,RX,UDP,49153,14.5108,1052,0
4,203,TX,UDP,49153,14.5108,1052,0
1,203,RX,UDP,49153,14.5136,1052,0
1,203,TX,UDP,49153,14.5136,1052,0
0,203,RX,UDP,49153,14.5163,1052,0
0,204,TX,UDP,9,14.6,1052,0
1,204,RX,UDP,9,14.6027,1052,0
1,204,TX,UDP,9,14.6027,1052,0
4,204,RX,UDP,9,14.6054,1052,0
4,204,TX,UDP,9,14.6054,1052,0
5,204,RX,UDP,9,14.6081,1052,0
5,204,TX,UDP,49153,14.6081,1052,0
4,204,RX,UDP,49153,14.6108,1052,0
4,204,TX,UDP,49153,14.6108,1052,0
1,204,RX,UDP,49153,14.6136,1052,0
1,204,TX,UDP,49153,14.6136,1052,0
0,204,RX,UDP,49153,14.6163,1052,0
0,205,TX,UDP,9,14.7,1052,0
1,205,RX,UDP,9,14.7027,1052,0
1,205,TX,UDP,9,14.7027,1052,0
4,205,RX,UDP,9,14.7054,1052,0
4,205,TX,UDP,9,14.7054,1052,0
5,205,RX,UDP,9,14.7081,1052,0
5,205,TX,UDP,49153,14.7081,1052,0
4,205,RX,UDP,49153,14.7108,1052,0
4,205,TX,UDP,49153,14.7108,1052,0
1,205,RX,UDP,49153,14.7136,1052,0
1,205,TX,UDP,49153,14.7136,1052,0
0,205,RX,UDP,49153,14.7163,1052,0
0,206,TX,UDP,9,14.8,1052,0
1,206,RX,UDP,9,14.8027,1052,0
1,206,TX,UDP,9,14.8027,1052,0
4,206,RX,UDP,9,14.8054,1052,0
4,206,TX,UDP,9,14.8054,1052,0
5,206,RX,UDP,9,14.8081,1052,0
5,206,TX,UDP,49153,14.8081,1052,0
4,206,RX,UDP,49153,14.8108,1052,0
4,206,TX,UDP,49153,14.8108,1052,0
1,206,RX,UDP,49153,14.8136,1052,0
1,206,TX,UDP,49153,14.8136,1052,0
0,206,RX,UDP,49153,14.8163,1052,0
0,207,TX,UDP,9,14.9,1052,0
1,207,RX,UDP,9,14.9027,1052,0
1,207,TX,UDP,9,14.9027,1052,0
4,207,RX,UDP,9,14.9054,1052,0
4,207,TX,UDP,9,14.9054,1052,0
5,207,RX,UDP,9,14.9081,1052,0
5,207,TX,UDP,49153,14.9081,1052,0
4,207,RX,UDP,49153,14.9108,1052,0
4,207,TX,UDP,49153,14.9108,1052,0
1,207,RX,UDP,49153,14.9136,1052,0
1,207,TX,UDP,49153,14.9136,1052,0
0,207,RX,UDP,49153,14.9163,1052,0
0,208,TX,UDP,9,15,1052,0
1,208,RX,UDP,9,15.0027,1052,0
1,208,TX,UDP,9,15.0027,1052,0
4,208,RX,UDP,9,15.0054,1052,0
4,208,TX,UDP,9,15.0054,1052,0
5,208,RX,UDP,9,15.0081,1052,0
5,208,TX,UDP,49153,15.0081,1052,0
4,208,RX,UDP,49153,15.0108,1052,0
4,208,TX,UDP,49153,15.0108,1052,0
1,208,RX,UDP,49153,15.0136,1052,0
1,208,TX,UDP,49153,15.0136,1052,0
0,208,RX,UDP,49153,15.0163,1052,0
0,209,TX,UDP,9,15.1,1052,0
1,209,RX,UDP,9,15.1027,1052,0
1,209,TX,UDP,9,15.1027,1052,0
4,209,RX,UDP,9,15.1054,1052,0
4,209,TX,UDP,9,15.1054,1052,0
5,209,RX,UDP,9,15.1081,1052,0
5,209,TX,UDP,49153,15.1081,1052,0
4,209,RX,UDP,49153,15.1108,1052,0
4,209,TX,UDP,49153,15.1108,1052,0
1,209,RX,UDP,49153,15.1136,1052,0
1,209,TX,UDP,49153,15.1136,1052,0
0,209,RX,UDP,49153,15.1163,1052,0
0,210,TX,UDP,9,15.2,1052,0
1,210,RX,UDP,9,15.2027,1052,0
1,210,TX,UDP,9,15.2027,1052,0
4,210,RX,UDP,9,15.2054,1052,0
4,210,TX,UDP,9,15.2054,1052,0
5,210,RX,UDP,9,15.2081,1052,0
5,210,TX,UDP,49153,15.2081,1052,0
4,210,RX,UDP,49153,15.2108,1052,0
4,210,TX,UDP,49153,15.2108,1052,0
1,210,RX,UDP,49153,15.2136,1052,0
1,210,TX,UDP,49153,15.2136,1052,0
0,210,RX,UDP,49153,15.2163,1052,0
0,211,TX,UDP,9,15.3,1052,0
1,211,RX,UDP,9,15.3027,1052,0
1,211,TX,UDP,9,15.3027,1052,0
4,211,RX,UDP,9,15.3054,1052,0
4,211,TX,UDP,9,15.3054,1052,0
5,211,RX,UDP,9,15.3081,1052,0
5,211,TX,UDP,49153,15.3081,1052,0
4,211,RX,UDP,49153,15.3108,1052,0
4,211,TX,UDP,49153,15.3108,1052,0
1,211,RX,UDP,49153,15.3136,1052,0
1,211,TX,UDP,49153,15.3136,1052,0
0,211,RX,UDP,49153,15.3163,1052,0
0,212,TX,UDP,9,15.4,1052,0
1,212,RX,UDP,9,15.4027,1052,0
1,212,TX,UDP,9,15.4027,1052,0
4,212,RX,UDP,9,15.4054,1052,0
4,212,TX,UDP,9,15.4054,1052,0
5,212,RX,UDP,9,15.4081,1052,0
5,212,TX,UDP,49153,15.4081,1052,0
4,212,RX,UDP,49153,15.4108,1052,0
4,212,TX,UDP,49153,15.4108,1052,0
1,212,RX,UDP,49153,15.4136,1052,0
1,212,TX,UDP,49153,15.4136,1052,0
0,212,RX,UDP,49153,15.4163,1052,0
0,213,TX,UDP,9,15.5,1052,0
1,213,RX,UDP,9,15.5027,1052,0
1,213,TX,UDP,9,15.5027,1052,0
4,213,RX,UDP,9,15.5054,1052,0
4,213,TX,UDP,9,15.5054,1052,0
5,213,RX,UDP,9,15.5081,1052,0
5,213,TX,UDP,49153,15.5081,1052,0
4,213,RX,UDP,49153,15.5108,1052,0
4,213,TX,UDP,49153,15.5108,1052,0
1,213,RX,UDP,49153,15.5136,1052,0
1,213,TX,UDP,49153,15.5136,1052,0
0,213,RX,UDP,49153,15.5163,1052,0
0,214,TX,UDP,9,15.6,1052,0
1,214,RX,UDP,9,15.6027,1052,0
1,214,TX,UDP,9,15.6027,1052,0
4,214,RX,UDP,9,15.6054,1052,0
4,214,TX,UDP,9,15.6054,1052,0
5,214,RX,UDP,9,15.6081,1052,0
5,214,TX,UDP,49153,15.6081,1052,0
4,214,RX,UDP,49153,15.6108,1052,0
4,214,TX,UDP,49153,15.6108,1052,0
1,214,RX,UDP,49153,15.6136,1052,0
1,214,TX,UDP,49153,15.6136,1052,0
0,214,RX,UDP,49153,15.6163,1052,0
0,215,TX,UDP,9,15.7,1052,0
1,215,RX,UDP,9,15.7027,1052,0
1,215,TX,UDP,9,15.7027,1052,0
4,215,RX,UDP,9,15.7054,1052,0
4,215,TX,UDP,9,15.7054,1052,0
5,215,RX,UDP,9,15.7081,1052,0
5,215,TX,UDP,49153,15.7081,1052,0
4,215,RX,UDP,49153,15.7108,1052,0
4,215,TX,UDP,49153,15.7108,1052,0
1,215,RX,UDP,49153,15.7136,1052,0
1,215,TX,UDP,49153,15.7136,1052,0
0,215,RX,UDP,49153,15.7163,1052,0
0,216,TX,UDP,9,15.8,1052,0
1,216,RX,UDP,9,15.8027,1052,0
1,216,TX,UDP,9,15.8027,1052,0
4,216,RX,UDP,9,15.8054,1052,0
4,216,TX,UDP,9,15.8054,1052,0
5,216,RX,UDP,9,15.8081,1052,0
5,216,TX,UDP,49153,15.8081,1052,0
4,216,RX,UDP,49153,15.8108,1052,0
4,216,TX,UDP,49153,15.8108,1052,0
1,216,RX,UDP,49153,15.8136,1052,0
1,216,TX,UDP,49153,15.8136,1052,0
0,216,RX,UDP,49153,15.8163,1052,0
0,217,TX,UDP,9,15.9,1052,0
1,217,RX,UDP,9,15.9027,1052,0
1,217,TX,UDP,9,15.9027,1052,0
4,217,RX,UDP,9,15.9054,1052,0
4,217,TX,UDP,9,15.9054,1052,0
5,217,RX,UDP,9,15.9081,1052,0
5,217,TX,UDP,49153,15.9081,1052,0
4,217,RX,UDP,49153,15.9108,1052,0
4,217,TX,UDP,49153,15.9108,1052,0
1,217,RX,UDP,49153,15.9136,1052,0
1,217,TX,UDP,49153,15.9136,1052,0
0,217,RX,UDP,49153,15.9163,1052,0
0,218,TX,UDP,9,16,1052,0
1,218,RX,UDP,9,16.0027,1052,0
1,218,TX,UDP,9,16.0027,1052,0
4,218,RX,UDP,9,16.0054,1052,0
4,218,TX,UDP,9,16.0054,1052,0
5,218,RX,UDP,9,16.0081,1052,0
5,218,TX,UDP,49153,16.0081,1052,0
4,218,RX,UDP,49153,16.0108,1052,0
4,218,TX,UDP,49153,16.0108,1052,0
1,218,RX,UDP,49153,16.0136,1052,0
1,218,TX,UDP,49153,16.0136,1052,0
0,218,RX,UDP,49153,16.0163,1052,0
0,219,TX,UDP,9,16.1,1052,0
1,219,RX,UDP,9,16.1027,1052,0
1,219,TX,UDP,9,16.1027,1052,0
4,219,RX,UDP,9,16.1054,1052,0
4,219,TX,UDP,9,16.1054,1052,0
5,219,RX,UDP,9,16.1081,1052,0
5,219,TX,UDP,49153,16.1081,1052,0
4,219,RX,UDP,49153,16.1108,1052,0
4,219,TX,UDP,49153,16.1108,1052,0
1,219,RX,UDP,49153,16.1136,1052,0
1,219,TX,UDP,49153,16.1136,1052,0
0,219,RX,UDP,49153,16.1163,1052,0
0,220,TX,UDP,9,16.2,1052,0
1,220,RX,UDP,9,16.2027,1052,0
1,220,TX,UDP,9,16.2027,1052,0
4,220,RX,UDP,9,16.2054,1052,0
4,220,TX,UDP,9,16.2054,1052,0
5,220,RX,UDP,9,16.2081,1052,0
5,220,TX,UDP,49153,16.2081,1052,0
4,220,RX,UDP,49153,16.2108,1052,0
4,220,TX,UDP,49153,16.2108,1052,0
1,220,RX,UDP,49153,16.2136,1052,0
1,220,TX,UDP,49153,16.2136,1052,0
0,220,RX,UDP,49153,16.2163,1052,0
0,221,TX,UDP,9,16.3,1052,0
1,221,RX,UDP,9,16.3027,1052,0
1,221,TX,UDP,9,16.3027,1052,0
4,221,RX,UDP,9,16.3054,1052,0
4,221,TX,UDP,9,16.3054,1052,0
5,221,RX,UDP,9,16.3081,1052,0
5,221,TX,UDP,49153,16.3081,1052,0
4,221,RX,UDP,49153,16.3108,1052,0
4,221,TX,UDP,49153,16.3108,1052,0
1,221,RX,UDP,49153,16.3136,1052,0
1,221,TX,UDP,49153,16.3136,1052,0
0,221,RX,UDP,49153,16.3163,1052,0
0,222,TX,UDP,9,16.4,1052,0
1,222,RX,UDP,9,16.4027,1052,0
1,222,TX,UDP,9,16.4027,1052,0
4,222,RX,UDP,9,16.4054,1052,0
4,222,TX,UDP,9,16.4054,1052,0
5,222,RX,UDP,9,16.4081,1052,0
5,222,TX,UDP,49153,16.4081,1052,0
4,222,RX,UDP,49153,16.4108,1052,0
4,222,TX,UDP,49153,16.4108,1052,0
1,222,RX,UDP,49153,16.4136,1052,0
1,222,TX,UDP,49153,16.4136,1052,0
0,222,RX,UDP,49153,16.4163,1052,0
0,223,TX,UDP,9,16.5,1052,0
1,223,RX,UDP,9,16.5027,1052,0
1,223,TX,UDP,9,16.5027,1052,0
4,223,RX,UDP,9,16.5054,1052,0
4,223,TX,UDP,9,16.5054,1052,0
5,223,RX,UDP,9,16.5081,1052,0
5,223,TX,UDP,49153,16.5081,1052,0
4,223,RX,UDP,49153,16.5108,1052,0
4,223,TX,UDP,49153,16.5108,1052,0
1,223,RX,UDP,49153,16.5136,1052,0
1,223,TX,UDP,49153,16.5136,1052,0
0,223,RX,UDP,49153,16.5163,1052,0
0,224,TX,UDP,9,16.6,1052,0
1,224,RX,UDP,9,16.6027,1052,0
1,224,TX,UDP,9,16.6027,1052,0
4,224,RX,UDP,9,16.6054,1052,0
4,224,TX,UDP,9,16.6054,1052,0
5,224,RX,UDP,9,16.6081,1052,0
5,224,TX,UDP,49153,16.6081,1052,0
4,224,RX,UDP,49153,16.6108,1052,0
4,224,TX,UDP,49153,16.6108,1052,0
1,224,RX,UDP,49153,16.6136,1052,0
1,224,TX,UDP,49153,16.6136,1052,0
0,224,RX,UDP,49153,16.6163,1052,0
0,225,TX,UDP,9,16.7,1052,0
1,225,RX,UDP,9,16.7027,1052,0
1,225,TX,UDP,9,16.7027,1052,0
4,225,RX,UDP,9,16.7054,1052,0
4,225,TX,UDP,9,16.7054,1052,0
5,225,RX,UDP,9,16.7081,1052,0
5,225,TX,UDP,49153,16.7081,1052,0
4,225,RX,UDP,49153,16.7108,1052,0
4,225,TX,UDP,49153,16.7108,1052,0
1,225,RX,UDP,49153,16.7136,1052,0
1,225,TX,UDP,49153,16.7136,1052,0
0,225,RX,UDP,49153,16.7163,1052,0
0,226,TX,UDP,9,16.8,1052,0
1,226,RX,UDP,9,16.8027,1052,0
1,226,TX,UDP,9,16.8027,1052,0
4,226,RX,UDP,9,16.8054,1052,0
4,226,TX,UDP,9,16.8054,1052,0
5,226,RX,UDP,9,16.8081,1052,0
5,226,TX,UDP,49153,16.8081,1052,0
4,226,RX,UDP,49153,16.8108,1052,0
4,226,TX,UDP,49153,16.8108,1052,0
1,226,RX,UDP,49153,16.8136,1052,0
1,226,TX,UDP,49153,16.8136,1052,0
0,226,RX,UDP,49153,16.8163,1052,0
0,227,TX,UDP,9,16.9,1052,0
1,227,RX,UDP,9,16.9027,1052,0
1,227,TX,UDP,9,16.9027,1052,0
4,227,RX,UDP,9,16.9054,1052,0
4,227,TX,UDP,9,16.9054,1052,0
5,227,RX,UDP,9,16.9081,1052,0
5,227,TX,UDP,49153,16.9081,1052,0
4,227,RX,UDP,49153,16.9108,1052,0
4,227,TX,UDP,49153,16.9108,1052,0
1,227,RX,UDP,49153,16.9136,1052,0
1,227,TX,UDP,49153,16.9136,1052,0
0,227,RX,UDP,49153,16.9163,1052,0
0,228,TX,UDP,9,17,1052,0
1,228,RX,UDP,9,17.0027,1052,0
1,228,TX,UDP,9,17.0027,1052,0
4,228,RX,UDP,9,17.0054,1052,0
4,228,TX,UDP,9,17.0054,1052,0
5,228,RX,UDP,9,17.0081,1052,0
5,228,TX,UDP,49153,17.0081,1052,0
4,228,RX,UDP,49153,17.0108,1052,0
4,228,TX,UDP,49153,17.0108,1052,0
1,228,RX,UDP,49153,17.0136,1052,0
1,228,TX,UDP,49153,17.0136,1052,0
0,228,RX,UDP,49153,17.0163,1052,0
0,229,TX,UDP,9,17.1,1052,0
1,229,RX,UDP,9,17.1027,1052,0
1,229,TX,UDP,9,17.1027,1052,0
4,229,RX,UDP,9,17.1054,1052,0
4,229,TX,UDP,9,17.1054,1052,0
5,229,RX,UDP,9,17.1081,1052,0
5,229,TX,UDP,49153,17.1081,1052,0
4,229,RX,UDP,49153,17.1108,1052,0
4,229,TX,UDP,49153,17.1108,1052,0
1,229,RX,UDP,49153,17.1136,1052,0
1,229,TX,UDP,49153,17.1136,1052,0
0,229,RX,UDP,49153,17.1163,1052,0
0,230,TX,UDP,9,17.2,1052,0
1,230,RX,UDP,9,17.2027,1052,0
1,230,TX,UDP,9,17.2027,1052,0
4,230,RX,UDP,9,17.2054,1052,0
4,230,TX,UDP,9,17.2054,1052,0
5,230,RX,UDP,9,17.2081,1052,0
5,230,TX,UDP,49153,17.2081,1052,0
4,230,RX,UDP,49153,17.2108,1052,0
4,230,TX,UDP,49153,17.2108,1052,0
1,230,RX,UDP,49153,17.2136,1052,0
1,230,TX,UDP,49153,17.2136,1052,0
0,230,RX,UDP,49153,17.2163,1052,0
0,231,TX,UDP,9,17.3,1052,0
1,231,RX,UDP,9,17.3027,1052,0
1,231,TX,UDP,9,17.3027,1052,0
4,231,RX,UDP,9,17.3054,1052,0
4,231,TX,UDP,9,17.3054,1052,0
5,231,RX,UDP,9,17.3081,1052,0
5,231,TX,UDP,49153,17.3081,1052,0
4,231,RX,UDP,49153,17.3108,1052,0
4,231,TX,UDP,49153,17.3108,1052,0
1,231,RX,UDP,49153,17.3136,1052,0
1,231,TX,UDP,49153,17.3136,1052,0
0,231,RX,UDP,49153,17.3163,1052,0
0,232,TX,UDP,9,17.4,1052,0
1,232,RX,UDP,9,17.4027,1052,0
1,232,TX,UDP,9,17.4027,1052,0
4,232,RX,UDP,9,17.4054,1052,0
4,232,TX,UDP,9,17.4054,1052,0
5,232,RX,UDP,9,17.4081,1052,0
5,232,TX,UDP,49153,17.4081,1052,0
4,232,RX,UDP,49153,17.4108,1052,0
4,232,TX,UDP,49153,17.4108,1052,0
1,232,RX,UDP,49153,17.4136,1052,0
1,232,TX,UDP,49153,17.4136,1052,0
0,232,RX,UDP,49153,17.4163,1052,0
0,233,TX,UDP,9,17.5,1052,0
1,233,RX,UDP,9,17.5027,1052,0
1,233,TX,UDP,9,17.5027,1052,0
4,233,RX,UDP,9,17.5054,1052,0
4,233,TX,UDP,9,17.5054,1052,0
5,233,RX,UDP,9,17.5081,1052,0
5,233,TX,UDP,49153,17.5081,1052,0
4,233,RX,UDP,49153,17.5108,1052,0
4,233,TX,UDP,49153,17.5108,1052,0
1,233,RX,UDP,49153,17.5136,1052,0
1,233,TX,UDP,49153,17.5136,1052,0
0,233,RX,UDP,49153,17.5163,1052,0
0,234,TX,UDP,9,17.6,1052,0
1,234,RX,UDP,9,17.6027,1052,0
1,234,TX,UDP,9,17.6027,1052,0
4,234,RX,UDP,9,17.6054,1052,0
4,234,TX,UDP,9,17.6054,1052,0
5,234,RX,UDP,9,17.6081,1052,0
5,234,TX,UDP,49153,17.6081,1052,0
4,234,RX,UDP,49153,17.6108,1052,0
4,234,TX,UDP,49153,17.6108,1052,0
1,234,RX,UDP,49153,17.6136,1052,0
1,234,TX,UDP,49153,17.6136,1052,0
0,234,RX,UDP,49153,17.6163,1052,0
0,235,TX,UDP,9,17.7,1052,0
1,235,RX,UDP,9,17.7027,1052,0
1,235,TX,UDP,9,17.7027,1052,0
4,235,RX,UDP,9,17.7054,1052,0
4,235,TX,UDP,9,17.7054,1052,0
5,235,RX,UDP,9,17.7081,1052,0
5,235,TX,UDP,49153,17.7081,1052,0
4,235,RX,UDP,49153,17.7108,1052,0
4,235,TX,UDP,49153,17.7108,1052,0
1,235,RX,UDP,49153,17.7136,1052,0
1,235,TX,UDP,49153,17.7136,1052,0
0,235,RX,UDP,49153,17.7163,1052,0
0,236,TX,UDP,9,17.8,1052,0
1,236,RX,UDP,9,17.8027,1052,0
1,236,TX,UDP,9,17.8027,1052,0
4,236,RX,UDP,9,17.8054,1052,0
4,236,TX,UDP,9,17.8054,1052,0
5,236,RX,UDP,9,17.8081,1052,0
5,236,TX,UDP,49153,17.8081,1052,0
4,236,RX,UDP,49153,17.8108,1052,0
4,236,TX,UDP,49153,17.8108,1052,0
1,236,RX,UDP,49153,17.8136,1052,0
1,236,TX,UDP,49153,17.8136,1052,0
0,236,RX,UDP,49153,17.8163,1052,0
0,237,TX,UDP,9,17.9,1052,0
1,237,RX,UDP,9,17.9027,1052,0
1,237,TX,UDP,9,17.9027,1052,0
4,237,RX,UDP,9,17.9054,1052,0
4,237,TX,UDP,9,17.9054,1052,0
5,237,RX,UDP,9,17.9081,1052,0
5,237,TX,UDP,49153,17.9081,1052,0
4,237,RX,UDP,49153,17.9108,1052,0
4,237,TX,UDP,49153,17.9108,1052,0
1,237,RX,UDP,49153,17.9136,1052,0
1,237,TX,UDP,49153,17.9136,1052,0
0,237,RX,UDP,49153,17.9163,1052,0
0,238,TX,UDP,9,18,1052,0
1,238,RX,UDP,9,18.0027,1052,0
1,238,TX,UDP,9,18.0027,1052,0
4,238,RX,UDP,9,18.0054,1052,0
4,238,TX,UDP,9,18.0054,1052,0
5,238,RX,UDP,9,18.0081,1052,0
5,238,TX,UDP,49153,18.0081,1052,0
4,238,RX,UDP,49153,18.0108,1052,0
4,238,TX,UDP,49153,18.0108,1052,0
1,238,RX,UDP,49153,18.0136,1052,0
1,238,TX,UDP,49153,18.0136,1052,0
0,238,RX,UDP,49153,18.0163,1052,0
0,239,TX,UDP,9,18.1,1052,0
1,239,RX,UDP,9,18.1027,1052,0
1,239,TX,UDP,9,18.1027,1052,0
4,239,RX,UDP,9,18.1054,1052,0
4,239,TX,UDP,9,18.1054,1052,0
5,239,RX,UDP,9,18.1081,1052,0
5,239,TX,UDP,49153,18.1081,1052,0
4,239,RX,UDP,49153,18.1108,1052,0
4,239,TX,UDP,49153,18.1108,1052,0
1,239,RX,UDP,49153,18.1136,1052,0
1,239,TX,UDP,49153,18.1136,1052,0
0,239,RX,UDP,49153,18.1163,1052,0
0,240,TX,UDP,9,18.2,1052,0
1,240,RX,UDP,9,18.2027,1052,0
1,240,TX,UDP,9,18.2027,1052,0
4,240,RX,UDP,9,18.2054,1052,0
4,240,TX,UDP,9,18.2054,1052,0
5,240,RX,UDP,9,18.2081,1052,0
5,240,TX,UDP,49153,18.2081,1052,0
4,240,RX,UDP,49153,18.2108,1052,0
4,240,TX,UDP,49153,18.2108,1052,0
1,240,RX,UDP,49153,18.2136,1052,0
1,240,TX,UDP,49153,18.2136,1052,0
0,240,RX,UDP,49153,18.2163,1052,0
0,241,TX,UDP,9,18.3,1052,0
1,241,RX,UDP,9,18.3027,1052,0
1,241,TX,UDP,9,18.3027,1052,0
4,241,RX,UDP,9,18.3054,1052,0
4,241,TX,UDP,9,18.3054,1052,0
5,241,RX,UDP,9,18.3081,1052,0
5,241,TX,UDP,49153,18.3081,1052,0
4,241,RX,UDP,49153,18.3108,1052,0
4,241,TX,UDP,49153,18.3108,1052,0
1,241,RX,UDP,49153,18.3136,1052,0
1,241,TX,UDP,49153,18.3136,1052,0
0,241,RX,UDP,49153,18.3163,1052,0
0,242,TX,UDP,9,18.4,1052,0
1,242,RX,UDP,9,18.4027,1052,0
1,242,TX,UDP,9,18.4027,1052,0
4,242,RX,UDP,9,18.4054,1052,0
4,242,TX,UDP,9,18.4054,1052,0
5,242,RX,UDP,9,18.4081,1052,0
5,242,TX,UDP,49153,18.4081,1052,0
4,242,RX,UDP,49153,18.4108,1052,0
4,242,TX,UDP,49153,18.4108,1052,0
1,242,RX,UDP,49153,18.4136,1052,0
1,242,TX,UDP,49153,18.4136,1052,0
0,242,RX,UDP,49153,18.4163,1052,0
0,243,TX,UDP,9,18.5,1052,0
1,243,RX,UDP,9,18.5027,1052,0
1,243,TX,UDP,9,18.5027,1052,0
4,243,RX,UDP,9,18.5054,1052,0
4,243,TX,UDP,9,18.5054,1052,0
5,243,RX,UDP,9,18.5081,1052,0
5,243,TX,UDP,49153,18.5081,1052,0
4,243,RX,UDP,49153,18.5108,1052,0
4,243,TX,UDP,49153,18.5108,1052,0
1,243,RX,UDP,49153,18.5136,1052,0
1,243,TX,UDP,49153,18.5136,1052,0
0,243,RX,UDP,49153,18.5163,1052,0
0,244,TX,UDP,9,18.6,1052,0
1,244,RX,UDP,9,18.6027,1052,0
1,244,TX,UDP,9,18.6027,1052,0
4,244,RX,UDP,9,18.6054,1052,0
4,244,TX,UDP,9,18.6054,1052,0
5,244,RX,UDP,9,18.6081,1052,0
5,244,TX,UDP,49153,18.6081,1052,0
4,244,RX,UDP,49153,18.6108,1052,0
4,244,TX,UDP,49153,18.6108,1052,0
1,244,RX,UDP,49153,18.6136,1052,0
1,244,TX,UDP,49153,18.6136,1052,0
0,244,RX,UDP,49153,18.6163,1052,0
0,245,TX,UDP,9,18.7,1052,0
1,245,RX,UDP,9,18.7027,1052,0
1,245,TX,UDP,9,18.7027,1052,0
4,245,RX,UDP,9,18.7054,1052,0
4,245,TX,UDP,9,18.7054,1052,0
5,245,RX,UDP,9,18.7081,1052,0
5,245,TX,UDP,49153,18.7081,1052,0
4,245,RX,UDP,49153,18.7108,1052,0
