date,time,timestamp,F1/T,F2/T,F3/T,F4/T,F5/T,F6/T,F7/T,F8/T,F9/T,F10/T,F1/P,F2/P,F3/P,F4/P,F5/P,F6/P,F7/P,F8/P,F9/P,F10/P,F1/Avg_packet_size,F2/Avg_packet_size,F3/Avg_packet_size,F4/Avg_packet_size,F5/Avg_packet_size,F6/Avg_packet_size,F7/Avg_packet_size,F8/Avg_packet_size,F9/Avg_packet_size,F10/Avg_packet_size,F1/n_packets,F2/n_packets,F3/n_packets,F4/n_packets,F5/n_packets,F6/n_packets,F7/n_packets,F8/n_packets,F9/n_packets,F10/n_packets,F1/q_type,F2/q_type,F3/q_type,F4/q_type,F5/q_type,F6/q_type,F7/q_type,F8/q_type,F9/q_type,F10/q_type,Total/T,Total/P,F1_ips,F2_ips,F3_ips,F4_ips,F5_ips,F6_ips,F7_ips,F8_ips,F9_ips,F10_ips,traffic_level
2024-09-21,21:00,1726920000,446.95440685333335,699.53547432,382.22587049333333,285.78062268,167.17307374666666,97.16849136,90.61614089333334,73.23010823999999,253.95324872,16.413547373333333,69.82405833333334,25.48422,44.48076,30.758831666666666,10.798471666666666,23.36805,9.870461666666666,10.603641666666666,6.606145000000001,3.4490366666666668,800.1439932057802,3431.2187812693505,1074.1325870256412,1161.3762909503662,1935.1473859803928,519.7721427333474,1147.567154829131,863.2660191427944,4805.246643844481,594.859846372562,41894435.0,15290532.0,26688456.0,18455299.0,6479083.0,14020830.0,5922277.0,6362185.0,3963687.0,2069422.0,Interactive_Web,Background_Sync,Streaming_Media,Background_Sync,Interactive_Web,Interactive_Web,Interactive_Web,Real_Time_Interactive,Interactive_Web,Real_Time_Interactive,2513.05098468,235.2436766666667,* * 25.93%,150.37.158.57 * 16.40%,150.37.248.94 * 14.03%,* 150.37.128.0/17 12.69%,203.190.176.0/20 * 7.78%,203.190.178.175 1.67.93.160/27 7.25%,2001::/16 *:: 6.14%,*:: 2001::/16 5.44%,* 150.37.158.57 3.67%,*:: *:: 0.66%,4
2024-05-31,13:50,1717131000,3818.0720011866665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.533095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1481.7539840759496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193254348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Interactive_Web,Background_Sync,Interactive_Web,Interactive_Web,Streaming_Media,Background_Sync,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,3818.0720011866665,302.533095,* * 32.74%,150.37.248.94 * 17.61%,* 202.203.193.0/25 10.41%,*:: 2001::/16 6.94%,151.119.208.0/26 * 6.72%,*:: *:: 6.18%,* 150.37.128.0/19 5.36%,150.37.158.57 * 4.86%,203.190.176.0/20 * 4.64%,* 150.37.192.0/18 4.54%,5
2025-07-16,15:20,1752646800,3553.83958052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.11530166666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1290.9334325252155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206469181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Background_Sync,Interactive_Web,Interactive_Web,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,Interactive_Web,Interactive_Web,3553.83958052,344.11530166666665,* * 23.94%,150.37.248.94 209.163.118.67 23.18%,*:: *:: 13.66%,* 150.37.128.0/17 8.53%,150.37.248.94 * 7.18%,150.37.192.0/18 * 5.43%,* 150.37.136.0/22 4.84%,*:: 2001:fe1d:be8d:e08d:7f01:ce1f:c183:fc0b 4.64%,* 202.203.193.112/28 4.61%,150.37.217.226 52.212.150.177 3.99%,5
2024-10-29,10:40,1730166000,3581.6710602666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.72799499999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1313.9773928271827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204436797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Interactive_Web,Interactive_Web,Interactive_Web,Interactive_Web,Background_Sync,Streaming_Media,Interactive_Web,Real_Time_Interactive,Interactive_Web,3581.6710602666667,340.72799499999996,* * 31.15%,150.37.248.94 * 21.24%,*:: 2001::/16 10.77%,* 150.37.0.0/16 10.15%,* 202.203.193.120/30 5.17%,* 202.0.0.0/8 4.95%,* 202.203.193.116/30 4.73%,* 202.203.193.0/25 4.52%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.19%,*:: *:: 3.12%,5
2023-11-17,21:40,1700224800,0.0,288.9673153333333,74.10163353333333,0.0,0.0,0.0,0.0,79.25156394666668,41.56590676,44.86677194666667,0.0,16.024841666666667,20.94552,0.0,0.0,0.0,0.0,8.418455,6.632406666666666,9.485388333333336,0.0,2254.0574919877,442.2284188536101,0.0,0.0,0.0,0.0,1176.7533939818334,783.386575360779,591.2616643880157,0.0,9614905.0,12567312.0,0.0,0.0,0.0,0.0,5051073.0,3979444.0,5691233.0,Streaming_Media,Interactive_Web,Real_Time_Interactive,Interactive_Web,Real_Time_Interactive,Interactive_Web,Real_Time_Interactive,Background_Sync,Real_Time_Interactive,Real_Time_Interactive,528.75319152,61.50661166666667,* * 38.41%,150.37.248.94 * 14.69%,* 163.45.0.0/16 11.34%,*:: 2001::/16 6.70%,* 202.203.193.112/28 6.39%,*:: *:: 5.78%,* 150.37.128.0/17 4.52%,* 150.37.136.0/22 4.27%,* 163.45.128.0/17 4.06%,203.190.176.0/20 * 3.83%,2
2024-02-15,13:00,1707969600,775.7411682000001,0.0,96.87121894666669,112.74330968,0.0,98.93766033333333,35.02034241333333,0.0,76.8515344,46.85961262666667,106.792265,0.0,15.863706666666667,10.401706666666668,0.0,5.884088333333333,1.160095,0.0,7.423596666666667,9.575666666666669,908.0025227014336,0.0,763.3085143825151,1354.865519824952,0.0,2101.8052145149645,3773.434763244964,0.0,1294.0414507074065,611.7016999686706,64075359.0,0.0,9518224.0,6241024.0,0.0,3530453.0,696057.0,0.0,4454158.0,5745400.0,Background_Sync,Interactive_Web,Interactive_Web,Streaming_Media,Interactive_Web,Interactive_Web,Real_Time_Interactive,Interactive_Web,Interactive_Web,Real_Time_Interactive,1243.0248466,157.10112500000002,* * 40.71%,150.37.248.94 * 20.77%,*:: 2001::/16 7.76%,* 150.37.248.94 5.54%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.83%,203.190.176.0/20 * 4.76%,* 150.37.136.0/22 4.65%,* 131.75.0.0/16 4.46%,* 203.190.176.0/20 4.17%,*:: *:: 2.34%,3
2023-12-07,14:50,1701928200,1557.987262353333,1557.987262353333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.50948166666666,140.50948166666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1386.0161284785893,1386.0161284785893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84305689.0,84305689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Interactive_Web,Background_Sync,Interactive_Web,Interactive_Web,Interactive_Web,Streaming_Media,Interactive_Web,Real_Time_Interactive,Interactive_Web,3115.9745247066667,281.0189633333333,* * 40.51%,150.37.248.94 * 11.65%,* 202.203.193.0/24 9.72%,* 150.37.128.0/17 7.58%,* 163.45.128.0/18 7.49%,*:: 2001::/16 5.65%,*:: *:: 5.26%,* 163.45.0.0/18 4.93%,203.190.176.0/20 * 3.70%,* 163.45.64.0/18 3.52%,5
2023-09-16,03:40,1694803200,0.0,215.26206214666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.830121026666667,0.0,18.643061666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.660613333333334,0.0,1443.3121688613917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.32002804171987,0.0,11185837.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3396368.0,Interactive_Web,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Background_Sync,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,228.0921831733333,24.303675,* * 32.13%,150.37.248.94 * 16.13%,* 163.45.0.0/16 9.88%,2001::/16 *:: 8.25%,*:: 2001::/16 7.88%,* 203.190.128.0/17 6.45%,203.190.160.0/19 * 6.43%,* 150.37.136.0/22 6.01%,* 150.37.248.94 5.93%,*:: *:: 0.91%,1
2023-11-30,01:50,1701276600,338.8441969866667,158.40021066666665,0.0,129.86996832,0.0,24.478713693333333,0.0,0.0,39.95086301333333,0.0,91.36833833333333,21.284298333333332,0.0,7.991778333333333,0.0,8.807516666666666,0.0,0.0,5.248538333333333,0.0,463.5689495502299,930.2644617757738,0.0,2031.305844944398,0.0,347.41225335934644,0.0,0.0,951.4759271073248,0.0,54821003.0,12770579.0,0.0,4795067.0,0.0,5284510.0,0.0,0.0,3149123.0,0.0,Background_Sync,Interactive_Web,Streaming_Media,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,691.5439526800001,134.70047,* * 32.60%,150.37.248.94 * 16.28%,* 163.45.0.0/16 14.67%,* 150.37.0.0/16 10.71%,* 202.203.193.112/28 5.62%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.93%,*:: 2001::/16 4.74%,* 157.90.128.0/20 4.34%,203.190.176.0/20 * 4.24%,*:: *:: 1.88%,2
2025-02-07,15:00,1738908000,1571.7939685666663,1571.7939685666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.51147333333333,156.51147333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.3344613425784,1255.3344613425784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93906884.0,93906884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Interactive_Web,Interactive_Web,Streaming_Media,Background_Sync,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,Real_Time_Interactive,3143.587937133333,313.02294666666666,* * 30.77%,* 150.37.0.0/16 18.13%,150.37.248.94 * 16.69%,*:: *:: 9.92%,203.190.176.0/20 * 4.61%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.14%,* 131.75.0.0/16 4.12%,45.0.0.0/8 150.37.128.0/17 3.89%,2620:c2b8:780f:6f96:ff00:ce33:cf80:7f80 2001:fe1d:bf80:8ffb::/64 3.88%,*:: 2001:fe1d:be00::/39 3.85%,5
2025-08-23,07:00,1755900000,0.0,68.05663762666667,0.0,0.0,0.0,0.0,0.0,19.32741772,0.0,0.0,0.0,27.432768333333332,0.0,0.0,0.0,0.0,0.0,6.4237150000000005,0.0,0.0,0.0,310.10649745459517,0.0,0.0,0.0,0.0,0.0,376.0950190038007,0.0,0.0,0.0,16459661.0,0.0,0.0,0.0,0.0,0.0,3854229.0,0.0,0.0,Interactive_Web,Real_Time_Interactive,Interactive_Web,Interactive_Web,Background_Sync,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Interactive_Web,87.38405534666667,33.85648333333333,* * 23.38%,* 150.37.0.0/16 15.06%,*:: *:: 14.04%,150.37.248.94 * 13.83%,203.190.176.0/20 * 6.21%,* 202.0.0.0/8 6.02%,150.37.252.99 210.188.64.86 5.64%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 5.59%,* 150.37.136.0/23 5.26%,91.76.92.32 202.198.246.114 4.98%,1
2024-07-23,03:20,1721672400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.119245186666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.390321666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.11229435352686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2634193.0,0.0,Interactive_Web,Background_Sync,Real_Time_Interactive,Streaming_Media,Interactive_Web,Interactive_Web,Real_Time_Interactive,Interactive_Web,Real_Time_Interactive,Real_Time_Interactive,10.119245186666667,4.390321666666667,* * 32.60%,150.37.248.94 * 16.55%,*:: 2001::/16 8.66%,* 150.37.0.0/16 7.97%,150.37.158.57 * 7.86%,*:: *:: 6.92%,* 150.37.192.0/18 5.26%,*:: 2001:f3ff:a30a:8000::/50 5.00%,* 131.75.0.0/16 4.77%,* 150.37.136.0/22 4.41%,1
2025-07-16,16:50,1752652200,1531.34690422,1531.34690422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.49855,151.49855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263.4996376367958,1263.4996376367958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90899130.0,90899130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Background_Sync,Interactive_Web,Interactive_Web,Streaming_Media,Real_Time_Interactive,Interactive_Web,Interactive_Web,Interactive_Web,Interactive_Web,3062.69380844,302.9971,* * 23.94%,150.37.248.94 209.163.118.67 23.18%,*:: *:: 13.66%,* 150.37.128.0/17 8.53%,150.37.248.94 * 7.18%,150.37.192.0/18 * 5.43%,* 150.37.136.0/22 4.84%,*:: 2001:fe1d:be8d:e08d:7f01:ce1f:c183:fc0b 4.64%,* 202.203.193.112/28 4.61%,150.37.217.226 52.212.150.177 3.99%,5
2025-05-31,10:40,1748655600,0.0,0.0,119.48284836,133.93624774666668,0.0,0.0,113.61929265333332,37.70210277333334,0.0,0.0,0.0,0.0,11.754263333333334,9.235336666666669,0.0,0.0,9.898795,6.755076666666667,0.0,0.0,0.0,0.0,1270.6330989408382,1812.823026664612,0.0,0.0,1434.761663582958,697.6623773823441,0.0,0.0,0.0,0.0,7052558.0,5541202.0,0.0,0.0,5939277.0,4053046.0,0.0,0.0,Streaming_Media,Interactive_Web,Background_Sync,Interactive_Web,Real_Time_Interactive,Interactive_Web,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,404.7404915333334,37.64347166666667,* * 34.76%,*:: *:: 12.78%,150.37.248.94 * 12.34%,* 150.37.0.0/16 12.15%,* 150.37.192.0/18 5.60%,203.190.176.0/20 * 5.24%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.85%,* 150.37.136.0/23 4.73%,150.37.252.99 210.188.64.86 4.04%,45.246.183.224/28 150.37.128.0/17 3.51%,2
2024-03-11,06:20,1710105600,0.0,0.0,0.0,0.0,0.0,0.0,15.089269626666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.583658333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.3221345040798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150195.0,0.0,0.0,0.0,Interactive_Web,Interactive_Web,Interactive_Web,Background_Sync,Real_Time_Interactive,Streaming_Media,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,Real_Time_Interactive,15.089269626666669,3.583658333333333,* * 36.90%,* 150.37.54.0/24 17.82%,150.37.248.94 * 16.08%,*:: 2001::/16 5.49%,159.29.141.188 157.90.78.46 5.16%,* 150.37.248.94 4.96%,* 150.37.136.0/22 4.22%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.22%,* 150.37.0.0/17 3.62%,*:: *:: 1.53%,1
2025-06-30,16:10,1751267400,3067.0093384533334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.29291666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223.698803616956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187975750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Background_Sync,Streaming_Media,Interactive_Web,Interactive_Web,Interactive_Web,Interactive_Web,Real_Time_Interactive,Background_Sync,Interactive_Web,Interactive_Web,3067.0093384533334,313.29291666666666,* * 44.02%,150.37.248.94 * 10.25%,*:: 2001::/16 10.02%,*:: 2001:fe1d:be8d:e08d:7f01:ce1f:c183:fc0b 7.18%,* 202.203.193.116/30 5.92%,* 202.203.193.120/30 5.67%,203.190.176.0/20 * 5.02%,2001:f3ff:a30a:2f1:7fff:c08f:cf9c:f10d *:: 4.87%,* 150.37.136.0/22 4.19%,*:: *:: 2.85%,5
