src,dst,avg_rtt,min_rtt,max_rtt,rtt_count,rtt_0,rtt_1,rtt_2,rtt_3,rtt_4,rtt_5,rtt_6,rtt_7,rtt_8,rtt_9
5,4,10.170562981714687,10.10640957952963,10.216093443335073,10,10.148936061107726,10.181544127916496,10.155518514711558,10.215595621493485,10.216093443335073,10.168015303894528,10.20447402094766,10.15791442536078,10.10640957952963,10.151128718849932
5,5,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,10.215317495864113,10.171830285358414,10.247041696148646,10,10.240209048622047,10.171830285358414,10.24326537079138,10.174516303095428,10.236283946655194,10.218394314068217,10.205726227741383,10.232011317329862,10.247041696148646,10.183896448830563
5,7,6.142222814588971,6.099112934778075,6.183036990906444,10,6.1200140931337526,6.182291676394396,6.099112934778075,6.147871741336442,6.158374336188977,6.183036990906444,6.117261413245149,6.163215695342002,6.142201039037403,6.108848225527071
6,0,4.133183259145261,4.073190052074363,4.179287608757797,10,4.179287608757797,4.099163075545452,4.118838013275818,4.1505342998625565,4.073190052074363,4.177085937118234,4.165500895177042,4.105893235372944,4.137976546076547,4.1243629281918635
6,1,6.131571654442697,6.066931607282809,6.186899747415,10,6.1609869406669056,6.110842805782259,6.186899747415,6.11446161186476,6.066931607282809,6.07118831569758,6.1330179032498595,6.151912706170184,6.1535284557835475,6.1659464505140615
6,2,8.182201792115015,8.118156577362477,8.233690856073657,10,8.1543674440911,8.233690856073657,8.17436814627776,8.170997820378403,8.175058004923851,8.181547031320545,8.166833937249999,8.228786791242163,8.218211312230213,8.118156577362477
6,3,8.229113029040015,8.167657685602055,8.262906620827673,10,8.251381657774449,8.262906620827673,8.196928915257516,8.233872756291362,8.253488422276364,8.243247714674744,8.25013756315119,8.167657685602055,8.191796888707103,8.23971206583769
6,4,6.135692457016254,6.093300935854677,6.164127975636626,10,6.145974446535449,6.164127975636626,6.120446019880291,6.151792683430602,6.1432372027226965,6.1451693611921385,6.093300935854677,6.12808853684885,6.158764726852059,6.106022681209147
6,5,10.208291460194213,10.123531131516557,10.278019742369109,10,10.214952354010432,10.19430635138776,10.123531131516557,10.246217147747329,10.217973696231681,10.19052301532297,10.278019742369109,10.216695626177152,10.191665647901674,10.209029889277453
6,6,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7,4.122825708256516,4.062557132095796,4.152625688611034,10,4.128506134758266,4.148151652901145,4.152625688611034,4.1350151850602765,4.115556756157844,4.062557132095796,4.124927243634391,4.130333284483234,4.1172114380341895,4.1133725668289856
7,0,8.216451643896312,8.183853499401721,8.253978189427233,10,8.192234722430388,8.223375353247198,8.192648150773612,8.232572035722555,8.216279603342835,8.253978189427233,8.183853499401721,8.229735343114308,8.245370814516605,8.194468726986663
7,1,8.20903699310434,8.149229115846316,8.281309439827323,10,8.149229115846316,8.173428180721764,8.235486013105277,8.281309439827323,8.167890076692672,8.192820883145902,8.233989062184234,8.257557628276302,8.232750352322343,8.165909178921268
7,2,6.132200225010367,6.100857907789843,6.172036512225519,10,6.166160283859521,6.172036512225519,6.144034890025411,6.1153348610202345,6.126701194065722,6.142566040665243,6.121623471450636,6.100857907789843,6.10131651637051,6.13137057263103
7,3,4.115176606191935,4.074768026391841,4.152732404576991,10,4.077261769398534,4.1496302251099495,4.12164636902527,4.106106114124932,4.11457904051356,4.097928320896704,4.074768026391841,4.149799043589031,4.107314748292536,4.152732404576991
7,4,10.20303824799017,10.16107107435245,10.295476314013714,10,10.175644857350848,10.17154027721828,10.177690347926792,10.241837972179091,10.207346672477213,10.16107107435245,10.17639273038812,10.295476314013714,10.20851379661205,10.21486843738315
7,5,6.119450312070734,6.098453076364407,6.150937974794478,10,6.115794964381713,6.150937974794478,6.099717727676892,6.112280574579174,6.104114676702224,6.149278265172457,6.103331313668134,6.098453076364407,6.118663130512198,6.14193141685567
7,6,4.136074070295164,4.097240896031236,4.17277953319805,10,4.097240896031236,4.155771849306921,4.126316470370178,4.159517283509704,4.165624037969666,4.17277953319805,4.120799123221797,4.119622671493191,4.1062492721839075,4.136819565666986
7,7,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
